Date,Symbol,Order,Shares
2009-07-21,AAPL,BUY,200
2009-07-22,AAPL,SELL,200
2009-07-22,AAPL,BUY,200
2009-07-23,AAPL,SELL,200
2009-07-23,AAPL,BUY,200
2009-07-24,AAPL,SELL,200
2009-07-24,AAPL,BUY,200
2009-07-27,AAPL,SELL,200
2009-07-27,AAPL,SELL,200
2009-07-28,AAPL,BUY,200
2009-07-28,AAPL,BUY,200
2009-07-29,AAPL,SELL,200
2009-07-29,AAPL,BUY,200
2009-07-30,AAPL,SELL,200
2009-07-30,AAPL,BUY,200
2009-07-31,AAPL,SELL,200
2009-07-31,AAPL,BUY,200
2009-08-03,AAPL,SELL,200
2009-08-03,AAPL,SELL,200
2009-08-04,AAPL,BUY,200
2009-08-04,AAPL,SELL,200
2009-08-05,AAPL,BUY,200
2009-08-05,AAPL,SELL,200
2009-08-06,AAPL,BUY,200
2009-08-06,AAPL,BUY,200
2009-08-07,AAPL,SELL,200
2009-08-07,AAPL,SELL,200
2009-08-10,AAPL,BUY,200
2009-08-10,AAPL,SELL,200
2009-08-11,AAPL,BUY,200
2009-08-11,AAPL,BUY,200
2009-08-12,AAPL,SELL,200
2009-08-12,AAPL,BUY,200
2009-08-13,AAPL,SELL,200
2009-08-13,AAPL,SELL,200
2009-08-14,AAPL,BUY,200
2009-08-14,AAPL,SELL,200
2009-08-17,AAPL,BUY,200
2009-08-17,AAPL,BUY,200
2009-08-18,AAPL,SELL,200
2009-08-18,AAPL,BUY,200
2009-08-19,AAPL,SELL,200
2009-08-19,AAPL,BUY,200
2009-08-20,AAPL,SELL,200
2009-08-20,AAPL,BUY,200
2009-08-21,AAPL,SELL,200
2009-08-21,AAPL,SELL,200
2009-08-24,AAPL,BUY,200
2009-08-24,AAPL,BUY,200
2009-08-25,AAPL,SELL,200
2009-08-25,AAPL,SELL,200
2009-08-26,AAPL,BUY,200
2009-08-26,AAPL,BUY,200
2009-08-27,AAPL,SELL,200
2009-08-27,AAPL,BUY,200
2009-08-28,AAPL,SELL,200
2009-08-28,AAPL,SELL,200
2009-08-31,AAPL,BUY,200
2009-08-31,AAPL,SELL,200
2009-09-01,AAPL,BUY,200
2009-09-01,AAPL,SELL,200
2009-09-02,AAPL,BUY,200
2009-09-02,AAPL,BUY,200
2009-09-03,AAPL,SELL,200
2009-09-03,AAPL,BUY,200
2009-09-04,AAPL,SELL,200
2009-09-04,AAPL,BUY,200
2009-09-08,AAPL,SELL,200
2009-09-08,AAPL,SELL,200
2009-09-09,AAPL,BUY,200
2009-09-09,AAPL,BUY,200
2009-09-10,AAPL,SELL,200
2009-09-10,AAPL,SELL,200
2009-09-11,AAPL,BUY,200
2009-09-11,AAPL,BUY,200
2009-09-14,AAPL,SELL,200
2009-09-14,AAPL,BUY,200
2009-09-15,AAPL,SELL,200
2009-09-15,AAPL,BUY,200
2009-09-16,AAPL,SELL,200
2009-09-16,AAPL,BUY,200
2009-09-17,AAPL,SELL,200
2009-09-17,AAPL,BUY,200
2009-09-18,AAPL,SELL,200
2009-09-18,AAPL,SELL,200
2009-09-21,AAPL,BUY,200
2009-09-21,AAPL,BUY,200
2009-09-22,AAPL,SELL,200
2009-09-22,AAPL,BUY,200
2009-09-23,AAPL,SELL,200
2009-09-23,AAPL,SELL,200
2009-09-24,AAPL,BUY,200
2009-09-24,AAPL,SELL,200
2009-09-25,AAPL,BUY,200
2009-09-25,AAPL,BUY,200
2009-09-28,AAPL,SELL,200
2009-09-28,AAPL,SELL,200
2009-09-29,AAPL,BUY,200
2009-09-29,AAPL,SELL,200
2009-09-30,AAPL,BUY,200
2009-09-30,AAPL,SELL,200
2009-10-01,AAPL,BUY,200
2009-10-01,AAPL,BUY,200
2009-10-02,AAPL,SELL,200
2009-10-02,AAPL,BUY,200
2009-10-05,AAPL,SELL,200
2009-10-05,AAPL,BUY,200
2009-10-06,AAPL,SELL,200
2009-10-06,AAPL,BUY,200
2009-10-07,AAPL,SELL,200
2009-10-07,AAPL,SELL,200
2009-10-08,AAPL,BUY,200
2009-10-08,AAPL,BUY,200
2009-10-09,AAPL,SELL,200
2009-10-09,AAPL,BUY,200
2009-10-12,AAPL,SELL,200
2009-10-12,AAPL,SELL,200
2009-10-13,AAPL,BUY,200
2009-10-13,AAPL,BUY,200
2009-10-14,AAPL,SELL,200
2009-10-14,AAPL,SELL,200
2009-10-15,AAPL,BUY,200
2009-10-15,AAPL,SELL,200
2009-10-16,AAPL,BUY,200
2009-10-16,AAPL,BUY,200
2009-10-19,AAPL,SELL,200
2009-10-19,AAPL,BUY,200
2009-10-20,AAPL,SELL,200
2009-10-20,AAPL,BUY,200
2009-10-21,AAPL,SELL,200
2009-10-21,AAPL,BUY,200
2009-10-22,AAPL,SELL,200
2009-10-22,AAPL,SELL,200
2009-10-23,AAPL,BUY,200
2009-10-23,AAPL,SELL,200
2009-10-26,AAPL,BUY,200
2009-10-26,AAPL,SELL,200
2009-10-27,AAPL,BUY,200
2009-10-27,AAPL,SELL,200
2009-10-28,AAPL,BUY,200
2009-10-28,AAPL,BUY,200
2009-10-29,AAPL,SELL,200
2009-10-29,AAPL,SELL,200
2009-10-30,AAPL,BUY,200
2009-10-30,AAPL,BUY,200
2009-11-02,AAPL,SELL,200
2009-11-02,AAPL,SELL,200
2009-11-03,AAPL,BUY,200
2009-11-03,AAPL,BUY,200
2009-11-04,AAPL,SELL,200
2009-11-04,AAPL,BUY,200
2009-11-05,AAPL,SELL,200
2009-11-05,AAPL,BUY,200
2009-11-06,AAPL,SELL,200
2009-11-06,AAPL,BUY,200
2009-11-09,AAPL,SELL,200
2009-11-09,AAPL,BUY,200
2009-11-10,AAPL,SELL,200
2009-11-10,AAPL,BUY,200
2009-11-11,AAPL,SELL,200
2009-11-11,AAPL,SELL,200
2009-11-12,AAPL,BUY,200
2009-11-12,AAPL,BUY,200
2009-11-13,AAPL,SELL,200
2009-11-13,AAPL,BUY,200
2009-11-16,AAPL,SELL,200
2009-11-16,AAPL,BUY,200
2009-11-17,AAPL,SELL,200
2009-11-17,AAPL,SELL,200
2009-11-18,AAPL,BUY,200
2009-11-18,AAPL,SELL,200
2009-11-19,AAPL,BUY,200
2009-11-19,AAPL,SELL,200
2009-11-20,AAPL,BUY,200
2009-11-20,AAPL,BUY,200
2009-11-23,AAPL,SELL,200
2009-11-23,AAPL,SELL,200
2009-11-24,AAPL,BUY,200
2009-11-24,AAPL,SELL,200
2009-11-25,AAPL,BUY,200
2009-11-25,AAPL,SELL,200
2009-11-27,AAPL,BUY,200
2009-11-27,AAPL,SELL,200
2009-11-30,AAPL,BUY,200
2009-11-30,AAPL,SELL,200
2009-12-01,AAPL,BUY,200
2009-12-01,AAPL,SELL,200
2009-12-02,AAPL,BUY,200
2009-12-02,AAPL,BUY,200
2009-12-03,AAPL,SELL,200
2009-12-03,AAPL,SELL,200
2009-12-04,AAPL,BUY,200
2009-12-04,AAPL,SELL,200
2009-12-07,AAPL,BUY,200
2009-12-07,AAPL,BUY,200
2009-12-08,AAPL,SELL,200
2009-12-08,AAPL,BUY,200
2009-12-09,AAPL,SELL,200
2009-12-09,AAPL,SELL,200
2009-12-10,AAPL,BUY,200
2009-12-10,AAPL,SELL,200
2009-12-11,AAPL,BUY,200
2009-12-11,AAPL,BUY,200
2009-12-14,AAPL,SELL,200
2009-12-14,AAPL,SELL,200
2009-12-15,AAPL,BUY,200
2009-12-15,AAPL,BUY,200
2009-12-16,AAPL,SELL,200
2009-12-16,AAPL,SELL,200
2009-12-17,AAPL,BUY,200
2009-12-17,AAPL,BUY,200
2009-12-18,AAPL,SELL,200
2009-12-18,AAPL,BUY,200
2009-12-21,AAPL,SELL,200
2009-12-21,AAPL,BUY,200
2009-12-22,AAPL,SELL,200
2009-12-22,AAPL,BUY,200
2009-12-23,AAPL,SELL,200
2009-12-23,AAPL,BUY,200
2009-12-24,AAPL,SELL,200
2009-12-24,AAPL,BUY,200
2009-12-28,AAPL,SELL,200
2009-12-28,AAPL,SELL,200
2009-12-29,AAPL,BUY,200
2009-12-29,AAPL,BUY,200
2009-12-30,AAPL,SELL,200
2009-12-30,AAPL,SELL,200
2009-12-31,AAPL,BUY,200
